contigid	V1	V2	cluster	ps	phylum	class	order	family	genus
OAPGCV025182	OAPGCV054903_47	OAPGCV025182_11	PC_326675	PC_326675	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV025183	OAPGCV000355_36	OAPGCV025183_25	PC_7322	PC_7322	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV025183	OAPGCV000065_46	OAPGCV025183_26	PC_1458	PC_1458	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV025183	OAPGCV005156_51	OAPGCV025183_24	PC_64343	PC_64343	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV025183	OAPGCV001094_26	OAPGCV025183_11	PC_20971	PC_20971	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV025184	OAPGCV060585_62	OAPGCV025184_4	PC_359259	PC_359259	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Neisseria
OAPGCV025184	OAPGCV054939_6	OAPGCV025184_5	PC_326760	PC_326760	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Neisseria
OAPGCV025184	OAPGCV038138_57	OAPGCV025184_19	PC_219274	PC_219274	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Neisseria
OAPGCV025184	OAPGCV060585_62	OAPGCV025184_3	PC_359259	PC_359259	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Neisseria
OAPGCV025185	OAPGCV001328_142	OAPGCV025185_116	PC_24482	PC_24482	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Pasteurellaceae	g__Haemophilus_A
OAPGCV025186	OAPGCV000770_232	OAPGCV025186_221	PC_14965	PC_14965	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Weeksellaceae	g__JABCPE02
OAPGCV025188	OAPGCV033307_43	OAPGCV025188_23	PC_198436	PC_198436	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Bulleidia
OAPGCV025188	OAPGCV033307_43	OAPGCV025188_23	PC_198436	PC_198436	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV025188	OAPGCV033307_43	OAPGCV025188_23	PC_198436	PC_198436	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella
OAPGCV025188	OAPGCV033307_43	OAPGCV025188_23	PC_198436	PC_198436	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV025188	OAPGCV059086_13	OAPGCV025188_28	PC_353800	PC_353800	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Bulleidia
OAPGCV025188	OAPGCV059086_13	OAPGCV025188_28	PC_353800	PC_353800	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV025188	OAPGCV059086_13	OAPGCV025188_28	PC_353800	PC_353800	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella
OAPGCV025188	OAPGCV059086_13	OAPGCV025188_28	PC_353800	PC_353800	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV025188	OAPGCV033307_43	OAPGCV025188_22	PC_198436	PC_198436	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Bulleidia
OAPGCV025188	OAPGCV033307_43	OAPGCV025188_22	PC_198436	PC_198436	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV025188	OAPGCV033307_43	OAPGCV025188_22	PC_198436	PC_198436	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella
OAPGCV025188	OAPGCV033307_43	OAPGCV025188_22	PC_198436	PC_198436	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV025189	OAPGCV022297_7	OAPGCV025189_5	PC_146314	PC_146314	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV025189	OAPGCV023475_17	OAPGCV025189_9	PC_150173	PC_150173	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV025190	OAPGCV006151_32	OAPGCV025190_78	PC_70815	PC_70815	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV025190	OAPGCV006151_32	OAPGCV025190_78	PC_70815	PC_70815	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV025190	OAPGCV006151_32	OAPGCV025190_78	PC_70815	PC_70815	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella
OAPGCV025190	OAPGCV025675_72	OAPGCV025190_9	PC_157353	PC_157353	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV025190	OAPGCV025675_72	OAPGCV025190_9	PC_157353	PC_157353	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV025190	OAPGCV025675_72	OAPGCV025190_9	PC_157353	PC_157353	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella
OAPGCV025191	OAPGCV012371_44	OAPGCV025191_50	PC_106506	PC_106506	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV025191	OAPGCV005156_51	OAPGCV025191_37	PC_64343	PC_64343	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV025191	OAPGCV000065_46	OAPGCV025191_35	PC_1458	PC_1458	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV025191	OAPGCV000355_36	OAPGCV025191_36	PC_7322	PC_7322	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV025192	OAPGCV000462_26	OAPGCV025192_46	PC_9074	PC_9074	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV025192	OAPGCV004333_32	OAPGCV025192_44	PC_57389	PC_57389	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV025193	OAPGCV003450_8	OAPGCV025193_48	PC_48492	PC_48492	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Abiotrophia
OAPGCV025193	OAPGCV001660_15	OAPGCV025193_46	PC_27470	PC_27470	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Abiotrophia
OAPGCV025193	OAPGCV002888_1	OAPGCV025193_52	PC_43273	PC_43273	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Abiotrophia
OAPGCV025194	OAPGCV001297_36	OAPGCV025194_18	PC_23824	PC_23824	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025194	OAPGCV028701_3	OAPGCV025194_4	PC_168596	PC_168596	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025194	OAPGCV013718_36	OAPGCV025194_20	PC_112620	PC_112620	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025195	OAPGCV020982_58	OAPGCV025195_57	PC_141679	PC_141679	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella
OAPGCV025195	OAPGCV048360_31	OAPGCV025195_38	PC_300696	PC_300696	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella
OAPGCV025197	OAPGCV048731_3	OAPGCV025197_59	PC_302609	PC_302609	p__Bacillota	c__Bacilli	o__Staphylococcales	f__Gemellaceae	g__Gemella
OAPGCV025198	OAPGCV028243_20	OAPGCV025198_4	PC_166941	PC_166941	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV025198	OAPGCV030211_64	OAPGCV025198_75	PC_177970	PC_177970	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV025199	OAPGCV061918_54	OAPGCV025199_54	PC_366752	PC_366752	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV025199	OAPGCV057244_52	OAPGCV025199_48	PC_335600	PC_335600	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV025201	OAPGCV037502_46	OAPGCV025201_51	PC_216932	PC_216932	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV025201	OAPGCV001603_20	OAPGCV025201_34	PC_26968	PC_26968	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV025202	OAPGCV049866_5	OAPGCV025202_2	PC_309102	PC_309102	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV025202	OAPGCV006706_6	OAPGCV025202_37	PC_74803	PC_74803	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV025202	OAPGCV001553_55	OAPGCV025202_35	PC_26411	PC_26411	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV025202	OAPGCV002095_57	OAPGCV025202_50	PC_34003	PC_34003	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV025204	OAPGCV003440_29	OAPGCV025204_20	PC_48407	PC_48407	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025205	OAPGCV025205_15	OAPGCV025205_15	PC_155825	PC_155825	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025206	OAPGCV052994_2	OAPGCV025206_38	PC_319904	PC_319904	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025207	OAPGCV024191_44	OAPGCV025207_44	PC_152361	PC_152361	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__Nanosyncoccaceae	g__Nanosyncoccus
OAPGCV025208	OAPGCV000470_33	OAPGCV025208_42	PC_9405	PC_9405	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025208	OAPGCV029278_6	OAPGCV025208_54	PC_170354	PC_170354	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025209	OAPGCV037693_2	OAPGCV025209_5	PC_217491	PC_217491	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025210	OAPGCV025896_16	OAPGCV025210_12	PC_158178	PC_158178	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV025210	OAPGCV025896_16	OAPGCV025210_12	PC_158178	PC_158178	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella
OAPGCV025210	OAPGCV025896_16	OAPGCV025210_12	PC_158178	PC_158178	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV025210	OAPGCV025896_16	OAPGCV025210_12	PC_158178	PC_158178	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Bulleidia
OAPGCV025210	OAPGCV009406_44	OAPGCV025210_6	PC_90904	PC_90904	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV025210	OAPGCV009406_44	OAPGCV025210_6	PC_90904	PC_90904	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella
OAPGCV025210	OAPGCV009406_44	OAPGCV025210_6	PC_90904	PC_90904	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV025210	OAPGCV009406_44	OAPGCV025210_6	PC_90904	PC_90904	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Bulleidia
OAPGCV025210	OAPGCV033307_43	OAPGCV025210_5	PC_198436	PC_198436	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV025210	OAPGCV033307_43	OAPGCV025210_5	PC_198436	PC_198436	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella
OAPGCV025210	OAPGCV033307_43	OAPGCV025210_5	PC_198436	PC_198436	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV025210	OAPGCV033307_43	OAPGCV025210_5	PC_198436	PC_198436	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Bulleidia
OAPGCV025211	OAPGCV022175_28	OAPGCV025211_3	PC_145936	PC_145936	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025211	OAPGCV005047_51	OAPGCV025211_51	PC_63283	PC_63283	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025211	OAPGCV005047_51	OAPGCV025211_52	PC_63283	PC_63283	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025212	OAPGCV000576_44	OAPGCV025212_38	PC_11125	PC_11125	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025213	OAPGCV048236_54	OAPGCV025213_4	PC_300161	PC_300161	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV025213	OAPGCV003856_4	OAPGCV025213_32	PC_52158	PC_52158	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV025213	OAPGCV003856_4	OAPGCV025213_31	PC_52158	PC_52158	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV025214	OAPGCV047701_121	OAPGCV025214_189	PC_297059	PC_297059	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV025214	OAPGCV025214_170	OAPGCV025214_170	PC_155907	PC_155907	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV025214	OAPGCV025214_167	OAPGCV025214_167	PC_155905	PC_155905	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV025215	OAPGCV059086_13	OAPGCV025215_16	PC_353800	PC_353800	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV025215	OAPGCV059086_13	OAPGCV025215_16	PC_353800	PC_353800	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV025215	OAPGCV009406_44	OAPGCV025215_10	PC_90904	PC_90904	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV025215	OAPGCV009406_44	OAPGCV025215_10	PC_90904	PC_90904	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV025216	OAPGCV001793_25	OAPGCV025216_28	PC_29337	PC_29337	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025217	OAPGCV055231_51	OAPGCV025217_43	PC_327386	PC_327386	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV025217	OAPGCV054903_47	OAPGCV025217_8	PC_326675	PC_326675	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV025218	OAPGCV001956_35	OAPGCV025218_12	PC_32382	PC_32382	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Pasteurellaceae	g__Aggregatibacter
OAPGCV025218	OAPGCV001956_35	OAPGCV025218_12	PC_32382	PC_32382	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Pasteurellaceae	g__Rodentibacter
OAPGCV025218	OAPGCV001956_35	OAPGCV025218_12	PC_32382	PC_32382	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Pasteurellaceae	g__Mesocricetibacter
OAPGCV025218	OAPGCV001956_35	OAPGCV025218_12	PC_32382	PC_32382	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Pasteurellaceae	g__Haemophilus_D
OAPGCV025218	OAPGCV041032_44	OAPGCV025218_20	PC_267065	PC_267065	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Pasteurellaceae	g__Aggregatibacter
OAPGCV025218	OAPGCV041032_44	OAPGCV025218_20	PC_267065	PC_267065	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Pasteurellaceae	g__Rodentibacter
OAPGCV025218	OAPGCV041032_44	OAPGCV025218_20	PC_267065	PC_267065	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Pasteurellaceae	g__Mesocricetibacter
OAPGCV025218	OAPGCV041032_44	OAPGCV025218_20	PC_267065	PC_267065	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Pasteurellaceae	g__Haemophilus_D
OAPGCV025218	OAPGCV046908_56	OAPGCV025218_33	PC_293111	PC_293111	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Pasteurellaceae	g__Aggregatibacter
OAPGCV025218	OAPGCV046908_56	OAPGCV025218_33	PC_293111	PC_293111	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Pasteurellaceae	g__Rodentibacter
OAPGCV025218	OAPGCV046908_56	OAPGCV025218_33	PC_293111	PC_293111	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Pasteurellaceae	g__Mesocricetibacter
OAPGCV025218	OAPGCV046908_56	OAPGCV025218_33	PC_293111	PC_293111	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Pasteurellaceae	g__Haemophilus_D
OAPGCV025218	OAPGCV012519_54	OAPGCV025218_28	PC_107177	PC_107177	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Pasteurellaceae	g__Aggregatibacter
OAPGCV025218	OAPGCV012519_54	OAPGCV025218_28	PC_107177	PC_107177	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Pasteurellaceae	g__Rodentibacter
OAPGCV025218	OAPGCV012519_54	OAPGCV025218_28	PC_107177	PC_107177	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Pasteurellaceae	g__Mesocricetibacter
OAPGCV025218	OAPGCV012519_54	OAPGCV025218_28	PC_107177	PC_107177	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Pasteurellaceae	g__Haemophilus_D
OAPGCV025219	OAPGCV035090_14	OAPGCV025219_1	PC_204338	PC_204338	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV025220	OAPGCV034495_54	OAPGCV025220_22	PC_202232	PC_202232	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV025221	OAPGCV005825_50	OAPGCV025221_5	PC_68631	PC_68631	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV025221	OAPGCV010326_31	OAPGCV025221_33	PC_95944	PC_95944	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV025221	OAPGCV032566_43	OAPGCV025221_21	PC_194791	PC_194791	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV025222	OAPGCV000735_21	OAPGCV025222_8	PC_14385	PC_14385	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV025222	OAPGCV000735_21	OAPGCV025222_8	PC_14385	PC_14385	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV025222	OAPGCV053190_26	OAPGCV025222_5	PC_320512	PC_320512	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV025222	OAPGCV053190_26	OAPGCV025222_5	PC_320512	PC_320512	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV025223	OAPGCV006324_28	OAPGCV025223_9	PC_72553	PC_72553	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella
OAPGCV025223	OAPGCV063097_2	OAPGCV025223_2	PC_373996	PC_373996	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella
OAPGCV025224	OAPGCV034217_50	OAPGCV025224_4	PC_201423	PC_201423	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV025224	OAPGCV022175_28	OAPGCV025224_9	PC_145936	PC_145936	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV025225	OAPGCV003167_32	OAPGCV025225_10	PC_45586	PC_45586	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV025225	OAPGCV003046_7	OAPGCV025225_8	PC_44417	PC_44417	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV025225	OAPGCV022175_28	OAPGCV025225_3	PC_145936	PC_145936	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV025226	OAPGCV005471_18	OAPGCV025226_17	PC_66256	PC_66256	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025227	OAPGCV034495_54	OAPGCV025227_57	PC_202232	PC_202232	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV025227	OAPGCV052335_24	OAPGCV025227_39	PC_317069	PC_317069	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV025228	OAPGCV000408_25	OAPGCV025228_18	PC_8156	PC_8156	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Bulleidia
OAPGCV025228	OAPGCV014346_35	OAPGCV025228_2	PC_115924	PC_115924	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Bulleidia
OAPGCV025229	OAPGCV045774_46	OAPGCV025229_12	PC_288178	PC_288178	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Catonella
OAPGCV025229	OAPGCV011350_67	OAPGCV025229_56	PC_101488	PC_101488	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Catonella
OAPGCV025229	OAPGCV008534_2	OAPGCV025229_55	PC_85839	PC_85839	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Catonella
OAPGCV025230	OAPGCV048236_54	OAPGCV025230_41	PC_300161	PC_300161	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV025230	OAPGCV003856_4	OAPGCV025230_68	PC_52158	PC_52158	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV025231	OAPGCV008582_13	OAPGCV025231_30	PC_85999	PC_85999	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025231	OAPGCV009047_31	OAPGCV025231_25	PC_88743	PC_88743	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025232	OAPGCV049486_1	OAPGCV025232_19	PC_307600	PC_307600	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces
OAPGCV025232	OAPGCV000351_18	OAPGCV025232_34	PC_7275	PC_7275	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces
OAPGCV025233	OAPGCV012812_53	OAPGCV025233_46	PC_108718	PC_108718	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Granulicatella
OAPGCV025234	OAPGCV049486_1	OAPGCV025234_1	PC_307600	PC_307600	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025234	OAPGCV049486_1	OAPGCV025234_45	PC_307600	PC_307600	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025234	OAPGCV000351_18	OAPGCV025234_16	PC_7275	PC_7275	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025235	OAPGCV022297_7	OAPGCV025235_22	PC_146314	PC_146314	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV025235	OAPGCV023475_17	OAPGCV025235_18	PC_150173	PC_150173	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV025236	OAPGCV008558_96	OAPGCV025236_186	PC_85927	PC_85927	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025236	OAPGCV025236_34	OAPGCV025236_34	PC_156023	PC_156023	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025238	OAPGCV019880_17	OAPGCV025238_5	PC_137401	PC_137401	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025239	OAPGCV055231_51	OAPGCV025239_4	PC_327386	PC_327386	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV025239	OAPGCV047468_59	OAPGCV025239_52	PC_295765	PC_295765	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV025240	OAPGCV007065_2	OAPGCV025240_1	PC_77080	PC_77080	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV025241	OAPGCV001926_49	OAPGCV025241_7	PC_32036	PC_32036	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025241	OAPGCV004082_47	OAPGCV025241_2	PC_54772	PC_54772	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025242	OAPGCV001861_26	OAPGCV025242_3	PC_30747	PC_30747	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Abiotrophia
OAPGCV025243	OAPGCV019375_31	OAPGCV025243_32	PC_135649	PC_135649	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025243	OAPGCV000436_39	OAPGCV025243_16	PC_8656	PC_8656	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
